epoch,train_loss,val_loss
1,0.7121449989392044,0.6493607201017775
2,0.6784303914320482,0.6650866892960694
3,0.6495347664804427,0.642013765133179
4,0.622799080524084,0.6192766546129106
5,0.6047647412414678,0.6055969633497633
6,0.5910452878117164,0.5909559651538059
7,0.5814278506993982,0.5794402393134864
8,0.5733213130305951,0.5749688298852594
9,0.5659162333199922,0.5598245902104421
10,0.5587017540141394,0.5550838053763449
11,0.5524868190752651,0.5494601184183413
12,0.5459372569642157,0.5455418819779748
13,0.5396681928528562,0.537239171363212
14,0.5328694467284656,0.5293427002322566
15,0.5257777260726233,0.5196050373283593
16,0.5189464538460712,0.5175857463398496
17,0.5121640669092851,0.5103553324132353
18,0.5060077694154554,0.5015891430614231
19,0.4996947280159251,0.49682157802152205
20,0.49291122927681624,0.49644534249563477
21,0.48923598632663984,0.4856339263486433
22,0.4825806415518611,0.4764530073415052
23,0.47624453650300574,0.4724560600143295
24,0.4691902819411773,0.4681421853937544
25,0.46280224112435364,0.4581509549338538
26,0.4566307203456743,0.45283860827351474
27,0.4504398432403836,0.44257393130311024
28,0.4434981511551493,0.4371187337883958
29,0.435962875474149,0.43324394993953874
30,0.4283963340408147,0.4260547687341501
31,0.42146744173811596,0.42213118586454307
32,0.41453442981961836,0.4113384337575586
33,0.40843807656454695,0.4052236109703511
34,0.4021224668612072,0.39739645762486503
35,0.39545710247271054,0.394923774777232
36,0.3891362995075039,0.3846010399294329
37,0.38243528958555056,0.38223800626960963
38,0.3768242883668991,0.3714334406294264
39,0.3699653087654156,0.3610197759426392
40,0.36372417814872154,0.3598889942104752
41,0.3573130268408804,0.3544277739417446
42,0.3512191763841801,0.3483126171537348
43,0.3451744625976804,0.33940273979762653
44,0.3390199979964035,0.33657526755118156
45,0.33291793496112804,0.32823040947183835
46,0.3273997362185108,0.32073244694116954
47,0.32159819768055925,0.31929680651372616
48,0.31632169620346307,0.3134244658925512
49,0.3106034517089305,0.3058579521136241
50,0.30572424926800246,0.301358900360159
51,0.300211305546681,0.29835122313585366
52,0.29476972181221534,0.2901495488377305
53,0.289807730707629,0.2846446791747669
54,0.28424198777975307,0.28147025849368124
55,0.279281693650565,0.27557128238248396
56,0.27442078108384427,0.2719812019988223
57,0.2691103183851889,0.26287096497174856
58,0.2636026584929699,0.2616849348351762
59,0.25899207409682606,0.25712905945004644
60,0.25422939446001613,0.25328478861499476
61,0.2492534627307111,0.24606223511803257
62,0.24459932076519933,0.24087137628245997
63,0.24039055833031525,0.2370190486177668
64,0.2362691872774958,0.23374913767114416
65,0.2320057337521446,0.2306492033305469
66,0.22746102399170995,0.2263339955259014
67,0.22335503867789025,0.2178303066406164
68,0.21904550907145087,0.21802307370009724
69,0.2149045604288379,0.21376330734373214
70,0.21087979255979664,0.209165216163472
71,0.2075630314855342,0.205707630327156
72,0.2033740499857668,0.1992934189132742
73,0.19946463762454117,0.1979996837205715
74,0.1958416719093206,0.1944862557155592
75,0.19265980773229355,0.19240381172648421
76,0.18885404108562512,0.1870548072698954
77,0.18508914955068084,0.18371930382810198
